path,domain,entrypoints,authz,side_effects,external_dependencies,success_evidence,failure_evidence,test_files,status,owner,notes
server/routes/accessibility.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/domainRegistrar.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/downloads.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/dualAutopilot.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/emailPreferences.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/executiveDashboard.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/export.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/fabric.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/fanCampaigns.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/fanHub.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/fanMemberships.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/files.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/growth.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/helpDesk.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/hns.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/hybridStorage.ts,storage,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/internalProxy.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/invoices.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/killSwitch.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/kyc.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/labelSubmissions.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/logs.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/marketplace.ts,marketplace,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/maxcoreProxy.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/maxcore.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/merch.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/monitoring.ts,operations,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/multimodal.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/musicVideos.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/musicWorkflowAutomations.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/notifications.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/offline.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/onboarding.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/organic.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/outreach.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/paid.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/paymentBypass.ts,billing,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/payouts.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/personalization.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/platformSync.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/playlistPitching.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/preferences.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/pressKit.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/projectBudgets.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/prometheus.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/promotionalTools.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/publishing.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/radioPitches.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/recoveryCodes.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/releaseCountdown.ts,distribution,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/reliability-endpoints.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/retention.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/revenueForecast.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/sampleClearances.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/search.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/security.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/selfHealingApi.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/seo.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/shortcuts.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/shows.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/simulation.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/socialAI.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/socialApprovals.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/socialBulk.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/socialMedia.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/socialOAuth.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/songwriting.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/status.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/storage.ts,storage,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/storefrontDomains.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/storefront.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioComping.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioGeneration.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioMarkers.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioMidi.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioPlugins.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioStems.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studio.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/studioWarping.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/support.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/syncLicensing.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/sync.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/testing.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/training.ts,ai,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/undo.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/unifiedContent.ts,social,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/uploads.ts,storage,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/venues.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/vstBridge.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/webhooks-admin.ts,admin,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/webhooks/sendgrid.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/webhooks/stripe.ts,billing,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/routes/workspace.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/services/accountDeletionService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/achievementService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/acmeClient.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/adaptivePricingEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advancedAnalyticsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advancedSocialAIService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advancedUrlParser.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advancedVideoRendererService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advertisingAIService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advertisingDispatchService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advertisingNormalizationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/advertisingRulesService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiAnalyticsService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiAudioGeneratorService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiContentService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiHelpDeskService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiInsightsEngine.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiModelManager.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiMusicService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/aiTranslationService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/algorithmIntelligence.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/analyticsAlertService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/analyticsAnomalyService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/apiKeyService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/approvalService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/approvalWorkflowService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/artistProfileService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/artistProgressService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioFingerprint.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioGeneratorService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioMetadataService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioNormalizationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioSeparatorService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/audioService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/auditLoggerService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autofixDirective.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autonomousJobScheduler.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autonomousService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autopilotCoordinatorService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autopilotLearningService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autopilotPublisher.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autoPostGenerator.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autoPostingService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/autoPostingServiceV2.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/backup/databaseBackupService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/baseModelTrainer.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/beatMoneyLoopService.ts,marketplace,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/beatService.ts,marketplace,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/beatSyncService.ts,marketplace,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/bridgeInsightsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/careerCoachService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/catalogImporter.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/catalogMigrationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/chainErrorAutoFixer.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/chatService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/circuitBreaker.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/cohortAnalyticsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/collaborationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/competitorBenchmarkService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/compingService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/complianceService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/consentService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentAnalysisService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentPipeline/artistContentStrategy.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentPipeline/contentTypeGenerators.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentPipeline/maxBoosterContentStrategy.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentPipeline/platformFormatters.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentPipeline/schedulingMetadataBuilder.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentQualityGate.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentQualityPipeline.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contentVariantGenerator.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/contractTemplateService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/creativeModelService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/crossPlatformSyncService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/customerHealthScoreService.ts,operations,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/databaseLogTransport.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/ddexPackageService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/desktopPushService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/diffusionBackgroundTrainer.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/diffusionVideoService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/directiveExecutor.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/discoveryAlgorithmService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributedCacheService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributionChunkedUploadService.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributionCodeGenerationService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributionDataTransferService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributionPlatformService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/distributionService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dmcaService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dnsPropagationCheck.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dnsProviderService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dnssec.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dnsServer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/domainLifecycleJob.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/domainPolicyEngine.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/domainRegistrarService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dspAnalyticsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/compressorEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/core.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/delayEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/distortionEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/dynamicsEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/eqEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/analogSynthEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/bassEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/drumsEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/fmSynthEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/padsEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/pianoEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/samplerEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/stringsEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/instruments/wavetableSynthEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/microphoneEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/modulationEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dspPolicyChecker.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/reverbEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dsp/vocalEngines.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dunningService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/dynamicTrendsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/emailService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/emailTrackingService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/epp/EppClient.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/epp/EppCommands.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/epp/EppParser.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/epp/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
